466065.399342661	3936808.71746648
465992.047559757	3936923.64854068
465896.729864295	3937023.42497977
465824.972761264	3937141.30168724
465763.401964360	3937264.69579221
465656.737692697	3937341.99062747
465533.746703998	3937404.53718261
465427.229899445	3937489.42980589
465328.903157577	3937585.97267850
465221.934504280	3937673.14284861
465108.655841939	3937751.95873951
465002.761168962	3937840.25525168
464898.622451982	3937930.80428291
464795.538829931	3938022.48562061
464697.963624006	3938120.07188598
464597.156559920	3938214.27607596
464492.602225526	3938304.19996921
464383.369329080	3938388.49564177
464270.072611830	3938467.28557679
464163.009306589	3938554.29073712
464059.330865674	3938645.30533306
463957.372087999	3938738.30206965
463855.272521715	3938831.14429369
463772.373259237	3938941.33823879
463689.202377672	3939051.45565219
463614.504843761	3939167.11560596
463547.195138351	3939287.58466634
463479.115405691	3939407.60435371
463401.126313776	3939520.54089258
463312.071809869	3939624.81527933
463249.959829211	3939748.04303299
463184.931340196	3939869.67282157
463106.132328224	3939982.96322589
463033.414820283	3940100.21287306
462948.718954400	3940208.62572797
462860.151095994	3940314.39777203
462774.476458315	3940422.54950217
462682.436234895	3940525.37263805
462594.994706525	3940632.13118901
462495.080566239	3940726.78044307
462388.796429927	3940814.71202036
462282.071124940	3940901.89841853
462184.491675283	3940999.48044046
462080.573488191	3941090.24262846
461988.908318187	3941192.61544179
461909.032581447	3941304.87266439
461829.713075044	3941416.20124128
461723.324323942	3941504.09568729
461622.887478547	3941598.69795304
461527.658008419	3941698.46349962
461438.811528619	3941803.84406445
461355.463995760	3941913.73898111
461262.873796684	3942016.06715433
461167.793465622	3942116.07889052
461075.057600573	3942218.21499989
460987.661618011	3942324.83345420
460909.375391333	3942438.42054302
460849.802745852	3942562.89985821
460745.117181205	3942651.15743858
460634.948311788	3942734.24475158
460523.031657462	3942814.95952584
460407.257268111	3942889.30615698
460281.762891206	3942946.29992842
460166.182954417	3943021.70071231
460060.940615334	3943110.78792925
459982.698080749	3943221.01533771
459897.974398714	3943326.31886649
459789.976742195	3943411.40430539
459669.631656897	3943478.92650029
459547.277246729	3943542.74968034
459427.062297986	3943610.51126633
459301.689015991	3943667.90886038
459173.714254550	3943719.49585495
459045.200662984	3943769.77762870
458920.259888097	3943827.91061685
458798.909627222	3943893.58376201
458676.827821216	3943957.58912261
458550.711591050	3944013.57647189
458427.851730398	3944075.75619716
458319.173461329	3944160.80344187
458187.034691720	3944189.86953822
458049.237843453	3944193.00393857
457933.518630103	3944260.61944570
457806.846857390	3944294.99693996
457670.677222643	3944312.03215905
457534.142979440	3944328.34013946
457396.200649888	3944319.00591832
457259.336188168	3944332.15935255
457131.948735678	3944379.77586957
457019.797924055	3944458.44842175
456918.532577993	3944551.79204583
456798.383567385	3944619.67588227
456697.069724812	3944712.92077013
456605.254971640	3944815.47129712
456521.017870496	3944924.76624452
456438.571678818	3945035.38565358
456341.014865303	3945132.99030581
456241.698832774	3945228.79229223
456141.762716690	3945323.95936557
456042.976574224	3945420.27065682
455944.097681012	3945515.56690826
455830.715677313	3945592.54167180
455762.824137977	3945712.68632997
455683.114808055	3945825.25598156
455575.652025831	3945911.40410437
455505.620791420	3946023.49557428
455368.214393248	3946032.22420420
455245.263529563	3946084.66376558
455164.351692423	3946196.27405846
455070.114399883	3946297.02637523
454989.919967311	3946409.33333399
454880.258157209	3946492.01580596
454798.217177192	3946602.98101491
454699.271274061	3946698.33026798
454592.914695350	3946786.17408058
454480.174296916	3946864.79854223
454358.979934317	3946928.99903423
454261.395289952	3947026.57586132
454143.090105593	3947094.86772451
454027.127855624	3947168.72630713
453918.610176347	3947253.81900325
453823.514092634	3947352.04423834
453752.475320240	3947469.76982711
453701.916244089	3947596.45262218
453595.100817418	3947683.82804564
453494.137338665	3947777.83073775
453385.446628966	3947862.04827687
453281.423589270	3947951.15124180
453192.767619390	3948056.38304903
453120.830125165	3948174.14159712
453042.013785338	3948287.41994711
452949.775926904	3948389.72067491
452853.455809057	3948488.53453192
452753.085789069	3948580.73071584
452617.126322992	3948604.37439541
452482.809642612	3948631.18174713
452385.231349904	3948728.76492597
452289.026563373	3948827.69145964
452189.251464888	3948922.28962093
452075.722680612	3949000.69450053
451953.378167396	3949064.53665029
451841.254932471	3949144.72716473
451731.780589809	3949228.72805024
451629.129268730	3949320.27558744
451535.613592649	3949421.67878811
451426.926409902	3949506.71464117
451314.739374043	3949587.00905024
451202.714143539	3949667.57226684
451091.738003123	3949749.59845651
450981.000958014	3949831.92912290
450874.614168807	3949919.82594356
450774.910624161	3950015.07239397
450677.328894514	3950112.65213591
450580.421108416	3950210.82873116
450495.378340902	3950319.51050375
450398.582217138	3950417.51556826
450294.582741357	3950508.08382518
450190.167777435	3950598.17789566
450090.907030153	3950694.00204296
449998.596027542	3950796.58215212
449895.156450359	3950887.80531268
449807.477288535	3950993.10277608
449726.228037379	3951104.59633580
449641.155695328	3951213.24314322
449553.768610624	3951320.04902988
449498.453685089	3951446.42800120
449416.979898186	3951557.34182202
449338.840998618	3951670.97323883
449265.261747749	3951787.70225671
449191.190073993	3951904.07305643
449113.192118516	3952017.88682460
449041.404391124	3952135.74488413
448973.265336010	3952255.74444622
448899.442003593	3952372.28336884
448826.228425841	3952489.24164687
448746.502177295	3952601.29148102
448655.735589083	3952705.23641144
448562.871328391	3952807.31593479
448470.039565111	3952909.42501012
448388.471200854	3953019.90183201
448319.024455749	3953139.14165169
448245.566820294	3953255.62224519
448161.725495341	3953365.23201852
448091.927967714	3953480.17054682
448062.935116939	3953613.73230085
448003.693160178	3953738.21228288
447942.124968748	3953861.69162970
447875.552158731	3953982.23532962
447805.257007677	3954100.56626316
447745.485203459	3954224.29068874
447660.440847133	3954332.97121808
447569.168403332	3954436.43681295
447518.010527033	3954562.17091294
447439.202595675	3954673.54229140
447389.997464292	3954800.99737909
447364.044385835	3954935.43149117
447346.911729554	3955065.76123104
447332.619877328	3955187.75451436
447261.744017454	3955304.76377937
447188.732976542	3955421.03933421
447109.263460844	3955530.95207249
447042.490741602	3955643.14466315
446941.720163108	3955735.59954270
446854.382925648	3955842.42337939
446765.678257435	3955948.06516230
446685.456575648	3956060.35265836
446593.489266062	3956163.23458129
446508.748558974	3956272.09885219
446481.441678535	3956406.70880812
446410.443415149	3956524.86564103
446348.613049625	3956648.11866331
446277.949845192	3956766.36427034
446200.813774670	3956880.77397552
446120.352678620	3956992.84674800
446041.011708600	3957104.26409155
446017.041935637	3957240.15852720
445987.254076378	3957374.88526068
445947.062043575	3957506.90268567
445901.675820328	3957637.22563056
445856.355638274	3957767.57163454
445802.483687495	3957894.57749161
445747.464578450	3958021.13537418
445686.260571786	3958144.73962093
445624.898654521	3958268.32347569
445576.836167062	3958397.01962171
445541.972283841	3958530.54306402
445534.812117351	3958664.06843641
445548.365831881	3958798.48087707
445528.798959808	3958934.97063050
445504.701309919	3959069.76401296
445454.972710353	3959198.43159991
445397.872994397	3959323.99557252
445334.502413638	3959446.57594507
445274.933641587	3959571.05633307
445197.232345670	3959685.10241416
445131.174943379	3959806.12360957
445070.428120727	3959930.01427583
445009.557391042	3960053.85783971
444946.687953031	3960176.69963267
444879.619563516	3960297.22249329
444815.395525408	3960418.47266811
444771.079633132	3960548.84283006
444707.401677017	3960671.11926761
444629.661341050	3960785.13874035
444583.208047725	3960914.91972940
444508.472677086	3961030.45358036
444439.468289475	3961149.81604667
444416.976276946	3961282.08635428
444416.998802484	3961420.08634580
444409.089813319	3961557.74075854
444363.086642272	3961685.29810316
444306.431064161	3961810.91273415
444279.000135948	3961943.74154568
444281.715237261	3962081.68194474
444274.281891140	3962218.68600482
444258.392544858	3962355.48538186
444249.767863889	3962493.18315767
444235.221098632	3962630.38325677
444201.568819505	3962762.85605827
444133.040439912	3962880.42702805
444037.641507360	3962980.14183972
443949.401101054	3963086.22165488
443869.694149420	3963198.63395499
443801.607469779	3963318.32474900
443747.077933709	3963444.88233737
443701.743258665	3963575.22330268
443660.162977410	3963706.62138687
443634.492616491	3963842.02382944
443607.357200593	3963973.53272525
443522.315282563	3964082.21516255
443425.528003626	3964180.49965999
442410.298865811	3965234.16643802
442319.977757867	3965324.79527961
442241.056128888	3965437.71453344
442154.534228204	3965545.17500131
442063.965990013	3965649.29701738
441994.795804136	3965768.54328145
441891.547582525	3965856.90031367
441762.697994817	3965895.04221012
441646.131970606	3965959.54259316
441539.728948262	3966047.41976002
441433.975745531	3966136.01331035
441336.397713359	3966233.59674971
441238.821207172	3966331.18171493
441136.300533345	3966422.47611916
441018.759809273	3966494.74908723
440905.478155927	3966573.56067912
440792.177451326	3966652.34487898
440677.427808600	3966728.97836729
440569.811111313	3966814.19474420
