440472.211226932	3966911.75632735
440374.644410622	3967009.35098066
440270.258261911	3967099.24582907
440151.530454795	3967157.06731199
440026.008439432	3967192.94218965
439924.114987112	3967286.01057512
439786.626480055	3967292.92418630
439686.145048734	3967386.93536673
439618.023629301	3967505.20240136
439555.580381050	3967628.24729537
439489.495549534	3967749.37224689
439420.028356160	3967868.59352314
439345.199080647	3967984.34072896
439260.129785344	3968093.00173851
439187.873064589	3968210.53333815
